URL,Country name,City,Settlement,Established,Last updated,History,Priorities,Population,Structures,Eviction,Status,Total number of toilets seats,Toilet wrk,Working toilet seats to people,Types of toilets,Water tot,Water wrk,Water pp,Electric,Water Cost,Trash pw,Trash location,Road type,Trans type,Saving tot,Lead,Lead freq,City Relat,City freq,Diseases,Acc Clin,Time Clin,Acc aids,Time aids,Acc hosp,Time hosp,Facilities
https://sdinet.org/settlement/163997/29796923,Namibia,22031_oniipa,Okalevona (Olevona),1987,29-06-2018,"History: Levon C a company that was doing construction and people started selling food to the workers, from there people started saying they going to kalevona","Waterdrainage, Electricity, Sanitationsewage, Housing, Other, Waterdrainage, Electricity, Sanitationsewage, Housing, Other","2,810",600,None,"undeclared, illegal, unprotected",40,"40,Broken toilets:0",1:70,Pit latrine,25,"25,",1:112,yes,100,N/A,Disorganized deposit,dirt paths,"Car, Walking",4,Yes,bi_annually,good,quaterly,"Malaria, Diarrhrea, Hiv, Tb",yes,more than 1 hour,yes,more than 1 hour,yes,more than 1 hour,"Generalshops, Churches"
https://sdinet.org/settlement/163997/27867181,Namibia,22032_ondangwa,Ondiyala,2001,22-03-2018,"History: People has settle at the oupopo location where they had settled and moved over the water body and resided ondiyala, which means i blame myself from morning away from others free","Other, Other, Waterdrainage, Sanitationsewage, Other, Other, Waterdrainage, Sanitationsewage","1,504",406,None,"declared, legal, protected",200,"0,Broken toilets:200",1:1,Flush,200,"200,",1:8,yes,80,1,Individual bins,dirt paths,"Taxi, Walking",N/A,Yes,month,average,year,"Other, Malaria, Diarrhrea, Hiv",no,Unknown,no,Unknown,no,Unknown,Churches
https://sdinet.org/settlement/163997/10366720,Namibia,Ongwediwa,New Reception,1994,15-12-2017,History: They relocated from a place where Jose do Santos campus is build now. UNAM of Engineering.,"Waterdrainage, Waterdrainage, Sanitationsewage, Electricity, Housing, Waterdrainage, Waterdrainage, Sanitationsewage, Electricity, Housing",528,135,None,"declared, legal, protected",126,"126,Broken toilets:0",1:4,Flush,126,"126,",1:4,yes,400,2,Common area inside settlement,gravel roads,"Taxi, Bicycle, Walking",1,Yes,month,good,month,"TB, HIV/AIDS, Measles, Malaria",yes,more than 1 hour,yes,more than 1 hour,yes,more than 1 hour,Foodshops
https://sdinet.org/settlement/163997/28323803,Namibia,Windhoek,One Nation C,1994,06-08-2018,"History: People came from ombili, okuyangava , hakahana . people got tired of renting so they come to clean the place one nation for them.","Sanitationsewage, Electricity, Tenuresecurity, Housing, Waterdrainage, Sanitationsewage, Electricity, Tenuresecurity, Housing, Waterdrainage","14,150",571,None,"undeclared, illegal, unprotected",N/A,NA,1:1,N/A,7,N/A,"1:2,021",no,150,1,Common area inside settlement,gravel roads,"Car, Taxi",3,Yes,month,average,bi_annually,"Diarrhrea, Hiv, Tb, Other",yes,30 minutes to 1 hour,yes,30 minutes to 1 hour,yes,more than 1 hour,"Generalshops, Churches"
https://sdinet.org/settlement/163997/10366722,Namibia,Khorixas,Mahedago,2000,13-01-2018,History: Very dark location without any toilets,"Housing, Waterdrainage, Sanitationsewage, Housing, Waterdrainage, Sanitationsewage",376,97,None,"declared, legal, protected",N/A,NA,1:1,N/A,2,N/A,1:376,yes,20,N/A,Disorganized deposit,dirt paths,Walking,1,N/A,never,none,never,"Bp, Hiv, Tb, Asma",yes,more than 1 hour,yes,more than 1 hour,yes,more than 1 hour,Informalmarkets
https://sdinet.org/settlement/163997/10366692,Namibia,Windhoek,Okandundu,1990,08-11-2017,History: To be up dated,"Landtenure, Electricity, Waterdrainage, Sanitationsewage, Housing, Landtenure, Electricity, Waterdrainage, Sanitationsewage, Housing","2,685",542,low,"declared, legal, protected",N/A,NA,1:671,N/A,6,N/A,1:671,no,50,4,Common area inside settlement,dirt paths,"Bus, Taxi",-1,Yes,month,bad,never,TB,yes,15 minutes,yes,15 minutes,yes,more than 1 hour,Generalshops
https://sdinet.org/settlement/163997/10366724,Namibia,Mariental,Donkerhoek,2005,19-06-2018,"History: The location came about when people used to live in river beds, thus the municipality relocated the people to Donkerhoek. Others moved  from Takarania to Donkerhoek.","Sanitationsewage, Other, Tenuresecurity, Housing, Other, Sanitationsewage, Other, Tenuresecurity, Housing, Other","1,911",275,high,"declared, legal, protected",3,"3,Broken toilets:0",1:637,Flush,3,"273,",1:7,yes,300,1,Common area outside settlement,gravel roads,"Taxi, Walking",1,N/A,never,good,year,"Diarrhrea, Hiv, Tb, Other",yes,30 minutes,yes,30 minutes,yes,30 minutes to 1 hour,Churches
https://sdinet.org/settlement/163997/10366800,Namibia,Okongo,Hainyavela,1989,13-01-2018,"History: There was no electricity and toilets, no gravel roads and street lights.","Housing, Waterdrainage, Sanitationsewage, Electricity, Housing, Waterdrainage, Sanitationsewage, Electricity",296,91,high,resettled,N/A,NA,1:1,N/A,N/A,N/A,N/A,yes,30,2,Individual bins,gravel roads,Walking,1,Yes,month,good,month,"HIV, Runnimg nose and coughing, TB, Malaria",yes,Unknown,yes,Unknown,yes,Unknown,N/A
https://sdinet.org/settlement/163997/10366770,Namibia,Fransfontein,Donkerhoek,1992,13-01-2018,"History: Location is very dark..there is peace in the location,its dark but we take care of each other","Housing, Sanitationsewage, Electricity, Waterdrainage, Other, Housing, Sanitationsewage, Electricity, Waterdrainage, Other",750,250,None,"declared, legal, protected",N/A,NA,1:1,N/A,25,"25,",1:30,no,42,N/A,Disorganized deposit,dirt paths,Walking,N/A,N/A,never,N/A,never,"BP, Flu, Hiv, Fever",yes,30 minutes to 1 hour,yes,30 minutes to 1 hour,no,Unknown,N/A
https://sdinet.org/settlement/163997/10366726,Namibia,Khosis,Vaal Lokasie,1967,14-01-2018,History: It was an odendaal farm that the goverment bought,"Waterdrainage, Sanitationsewage, Housing, Landtenure, Electricity, Waterdrainage, Sanitationsewage, Housing, Landtenure, Electricity","2,550",42,None,"undeclared, illegal, unprotected",N/A,6,1:425,N/A,22,"22,",1:116,yes,200,N/A,Common area outside settlement,N/A,"Motorbike, Other",N/A,Yes,month,average,month,"HBP, Diabetes, TB, AIDS",yes,Unknown,N/A,Unknown,N/A,Unknown,Churches
https://sdinet.org/settlement/163997/10366695,Namibia,Windhoek,Okahandja Park,2000,14-12-2017,History: Resettled by Municipality,"Landtenure, Waterdrainage, Sanitationsewage, Electricity, Housing, Landtenure, Waterdrainage, Sanitationsewage, Electricity, Housing","2,208",561,None,resettled,N/A,NA,1:1,N/A,N/A,N/A,N/A,no,100,2,Disorganized deposit,dirt paths,"Bus, Car, Taxi",N/A,Yes,month,good,year,"Meningitis, TB, Diarhoa, Meusles",yes,1,yes,Unknown,yes,3,N/A
https://sdinet.org/settlement/163997/10366773,Namibia,Oshakati,Evululuko,1969,10-03-2017,History: DURING THE APARTHEID TIME THE PLACE WAS CALLED OMASHSHAKA BECAUSE THE FIRST PEOPLE TO SETTLE THERE WERE ANGOLIANS. WHEN THE COUNTRY GOT INDEPENDENCE  NAMIBIANS FROM DIFFERENT PARTS OF THE COUNTRY CAME  AND SETTLED AND NAMED IT EVULULUKO WHICH MEANS NOW WE CAN REST.,"Waterdrainage, Tenuresecurity, Other, Sanitationsewage, Other, Waterdrainage, Tenuresecurity, Other, Sanitationsewage, Other","12,800",3337,None,"declared, legal, protected",1000,"1000,Broken toilets:0",1:12,Flush,1,"170,",1:75,yes,350,1,Common area inside settlement,gravel roads,"Taxi, Bicycle, Walking",3,Yes,month,none,never,"Hiv, Diarrhrea, Tb, Malaria",yes,more than 1 hour,yes,30 minutes,yes,more than 1 hour,"Generalshops, Foodshops, Clothingshops, Furnitureshops, Churches, Communications, Carrepair"
https://sdinet.org/settlement/163997/10366699,Namibia,Duineveld,camp,1981,12-01-2018,History: Unknown,"Housing, Landtenure, Waterdrainage, Electricity, Sanitationsewage, Housing, Landtenure, Waterdrainage, Electricity, Sanitationsewage",128,32,None,"not, applicable",N/A,NA,1:1,N/A,12,N/A,N/A,N/A,50,N/A,Common area inside settlement,N/A,"Train, Bicycle, Walking",N/A,N/A,year,average,year,N/A,no,Unknown,N/A,Unknown,N/A,Unknown,Churches
https://sdinet.org/settlement/163997/10366806,Namibia,Outjo,Kamp 5,2004,13-01-2018,History: Just stay at peoples houses rent around that is why weduild in this settlement,"Sanitationsewage, Electricity, Housing, Waterdrainage, Other, Sanitationsewage, Electricity, Housing, Waterdrainage, Other",670,135,None,"declared, legal, protected",N/A,NA,1:1,N/A,N/A,N/A,1:168,no,50,N/A,Individual bins,gravel roads,Walking,N/A,Yes,year,good,month,"High Blood Pressure, Ashma, Diabetis, HIV AIDS",N/A,Unknown,N/A,Unknown,yes,more than 1 hour,Foodshops
https://sdinet.org/settlement/163997/10366776,Namibia,Fransfontein,Vyfrand,2011,15-01-2018,History: Village Council moved people here. 3 water taps were provided but only 1 is working; there are toilets.,"Electricity, Housing, Landtenure, Electricity, Housing, Landtenure","1,044",354,None,"declared, legal, protected",N/A,NA,1:1,Ecosan,N/A,N/A,N/A,no,N/A,N/A,N/A,N/A,"Bicycle, Walking",N/A,N/A,N/A,none,N/A,N/A,no,Unknown,no,Unknown,no,Unknown,Generalshops
https://sdinet.org/settlement/163997/24046294,Namibia,Windhoek,Middel Klings,2018,14-01-2018,"History: When they came here there were just few houses, people came from different locations","Sanitationsewage, Waterdrainage, Electricity, Sanitationsewage, Sanitationsewage, Waterdrainage, Electricity, Sanitationsewage","4,448",1136,None,"undeclared, illegal, unprotected",N/A,NA,1:1,N/A,N/A,N/A,N/A,yes,N/A,N/A,Common area inside settlement,gravel roads,"Bus, Bicycle",2,Yes,month,average,month,"Malaria, Tb, Hiv, Diarrhrea",yes,30 minutes,yes,30 minutes,no,Unknown,N/A
https://sdinet.org/settlement/163997/10366778,Namibia,Windhoek,Tweetheni,2001,08-11-2017,History: The settlement is situated between Okahandja park and Golgota. We came here from different settlements and we named our settlement Tweetheni because we tired of moving around.,"Landtenure, Sanitationsewage, Housing, Electricity, Waterdrainage, Landtenure, Sanitationsewage, Housing, Electricity, Waterdrainage","1,850",373,None,"declared, legal, protected",N/A,NA,1:463,N/A,8,N/A,1:231,no,120,"""0""",Disorganized deposit,tarred roads,"Bus, Taxi",2,Yes,month,good,month,"TB, HIV",yes,more than 1 hour,yes,more than 1 hour,yes,more than 1 hour,N/A
https://sdinet.org/settlement/163997/10366809,Namibia,Windhoek,Okahandja Park B,1992,08-11-2017,History: We were first settled at single quarters but due to overcrowding and not being able to pay rent the municipality moved us to this area where we are residing now.,"Landtenure, Sanitationsewage, Electricity, Waterdrainage, Housing, Landtenure, Sanitationsewage, Electricity, Waterdrainage, Housing","1,675",336,high,"declared, legal, protected",N/A,NA,1:1,N/A,N/A,N/A,N/A,no,40,1,Common area inside settlement,gravel roads,"Bus, Taxi, Walking",2,Yes,other,bad,never,"Coughing, Headache, Diarrhoea, High blood pressure",yes,30,yes,30,yes,120,Churches
https://sdinet.org/settlement/163997/10366697,Namibia,Outjo,Okakango,1970,13-01-2018,History: They take distance to correct water,"Waterdrainage, Sanitationsewage, Housing, Landtenure, Electricity, Waterdrainage, Sanitationsewage, Housing, Landtenure, Electricity","2,000",NaN,None,"declared, legal, protected",N/A,NA,1:1,Flush,5,N/A,N/A,no,N/A,N/A,Disorganized deposit,dirt paths,"Taxi, Walking",N/A,Yes,month,average,month,"TB, Cold and flu, Diarrhea, Malaria",N/A,Unknown,N/A,Unknown,N/A,Unknown,"Generalshops, Foodshops"
https://sdinet.org/settlement/163997/27868347,Namibia,22031_oniipa,Okakwiyu,1972,14-04-2018,History: People where chased away from Omakulukuma -Oluno and settled in okakwiyu.,"Waterdrainage, Housing, Electricity, Waterdrainage, Sanitationsewage, Waterdrainage, Housing, Electricity, Waterdrainage, Sanitationsewage","1,704",346,None,"declared, legal, protected",150,"150,Broken toilets:0",1:11,Flush,N/A,N/A,N/A,yes,383,1,Common area inside settlement,dirt paths,"Taxi, Walking",1,Yes,month,average,year,"Hiv, Tb, Diarrhrea, Malaria",yes,more than 1 hour,yes,more than 1 hour,yes,more than 1 hour,N/A
https://sdinet.org/settlement/163997/10366775,Namibia,Okakarara,Okatumba,1972,14-01-2018,History: When they came here they started off with a small group called Ongava. They had an FH for people from Botswana.,"Waterdrainage, Landtenure, Sanitationsewage, Electricity, Housing, Waterdrainage, Landtenure, Sanitationsewage, Electricity, Housing","2,905",426,None,"declared, legal, protected",N/A,NA,1:1,N/A,3,"1,",1:726,no,900,N/A,Disorganized deposit,dirt paths,"Taxi, Motorbike, Walking",N/A,Yes,never,average,year,"FLU, Diarrhoea, HBP, TB and AIDS",yes,more than 1 hour,yes,more than 1 hour,yes,more than 1 hour,"Generalshops, Foodshops, Churches"
https://sdinet.org/settlement/163997/10366771,Namibia,Tsandi,Okoko,1972,14-12-2017,History: Near by their homestead for business purpose and accommodation,"Landtenure, Waterdrainage, Sanitationsewage, Housing, Electricity, Landtenure, Waterdrainage, Sanitationsewage, Housing, Electricity",230,55,None,resettled,N/A,NA,1:1,N/A,N/A,N/A,N/A,no,N/A,N/A,Disorganized deposit,dirt paths,Walking,8,Yes,year,good,month,"Hiv/Aids, Malaria",yes,Unknown,yes,Unknown,yes,Unknown,"Generalshops, Foodshops, Clothingshops, Communications"
https://sdinet.org/settlement/163997/28272177,Namibia,22031_oniipa,Onethindi,1978,20-04-2018,History: It was a village for mahangu field and one cucashop.,"Tenuresecurity, Housing, Sanitationsewage, Waterdrainage, Electricity, Tenuresecurity, Housing, Sanitationsewage, Waterdrainage, Electricity","8,000",2504,None,"declared, legal, protected",350,"350,Broken toilets:0",1:23,Flush,300,"300,",1:27,yes,1825,1,Disorganized deposit,dirt paths,"Taxi, Walking",1,Yes,year,average,year,"Other, Diarrhrea, Tb, Hiv",yes,more than 1 hour,yes,more than 1 hour,yes,more than 1 hour,"Generalshops, Informalmarkets, Foodshops, Clothingshops, Carrepair"
https://sdinet.org/settlement/163997/17039332,Namibia,Outapi,Oshima Village,2004,20-06-2017,History: The settlement was under Town Council.,"Sanitationsewage, Waterdrainage, Housing, Electricity, Tenuresecurity, Sanitationsewage, Waterdrainage, Housing, Electricity, Tenuresecurity",141,63,medium,"declared, legal, protected",18,"18,Broken toilets:0",1:8,Pit latrine,4,N/A,1:35,yes,24,2,Common area outside settlement,gravel roads,"Taxi, Walking",N/A,Yes,bi_annually,average,year,"Malaria, Tb, Diarrhrea, Hiv",yes,30 minutes to 1 hour,yes,more than 1 hour,yes,more than 1 hour,Carrepair
https://sdinet.org/settlement/163997/15607041,Namibia,Outapi,Tobias Hainyeko,2014,18-03-2017,"History: Most people have Electricity, water and toilets","Sanitationsewage, Waterdrainage, Tenuresecurity, Housing, Other, Sanitationsewage, Waterdrainage, Tenuresecurity, Housing, Other","1,208",312,None,"declared, legal, protected",1,"1,Broken toilets:0",1:37,Flush,15,"50,",1:19,yes,277,2,Common area outside settlement,gravel roads,"Taxi, Walking",N/A,Yes,bi_annually,average,bi_annually,"Malaria, Tb, Diarrhrea, Hiv",yes,30 minutes to 1 hour,yes,30 minutes to 1 hour,yes,30 minutes to 1 hour,"Playground, Churches"
https://sdinet.org/settlement/163997/24030111,Namibia,Okongo,Hainyavela,1989,14-01-2018,"History: There was no electricity and toilets, no gravel roads and street lights.","Housing, Waterdrainage, Sanitationsewage, Electricity, Housing, Waterdrainage, Sanitationsewage, Electricity",296,91,high,resettled,N/A,NA,1:1,N/A,N/A,N/A,N/A,yes,30,2,Individual bins,gravel roads,Walking,1,Yes,month,good,month,"HIV, Runnimg nose and coughing, TB, Malaria",yes,Unknown,yes,Unknown,yes,Unknown,N/A
https://sdinet.org/settlement/163997/27896091,Namibia,22032_ondangwa,Omakulukuma,1980,14-04-2018,"History: Omukuluma comes on when people moves from a nearby location called uuhonga in skatete village, to come and reside near the town for better living condition.","Tenuresecurity, Sanitationsewage, Electricity, Waterdrainage, Other, Tenuresecurity, Sanitationsewage, Electricity, Waterdrainage, Other","2,092",529,None,"declared, legal, protected",51,"41,Broken toilets:10",1:51,Flush,400,"400,",1:5,yes,233,1,Individual bins,dirt paths,"Taxi, Walking",N/A,Yes,year,average,year,"Diarrhrea, Other, Tb, Hiv",yes,15 minutes,yes,15 minutes,yes,30 minutes to 1 hour,N/A
https://sdinet.org/settlement/163997/30892205,Namibia,22035_katima Mulilo,Dairy,1976,21-06-2018,History: It was the village of Mr Butungu Peter. When the forestry workers came the village became a compound which they named dairy.,"Waterdrainage, Housing, Sanitationsewage, Electricity, Other, Waterdrainage, Housing, Sanitationsewage, Electricity, Other","15,892",565,None,"declared, legal, protected",N/A,NA,1:1,N/A,N/A,N/A,N/A,no,60,N/A,Disorganized deposit,dirt paths,"Taxi, Walking",N/A,Yes,other,bad,other,"Hiv, Tb, Malaria, Other",yes,more than 1 hour,yes,more than 1 hour,yes,more than 1 hour,"Churches, Carrepair"
https://sdinet.org/settlement/163997/10366730,Namibia,Fransfontein,Oorsee,1950,04-10-2017,History: Its an old location build by our great grand parents its a peaceful location,"Housing, Waterdrainage, Sanitationsewage, Electricity, Other, Housing, Waterdrainage, Sanitationsewage, Electricity, Other",750,150,None,"declared, legal, protected",N/A,NA,1:1,N/A,20,"20,",1:38,no,50,N/A,Common area inside settlement,dirt paths,Walking,N/A,N/A,never,none,never,"HBP, HIV, TB, Malaria",yes,5 minutes,yes,5 minutes,no,Unknown,N/A
https://sdinet.org/settlement/163997/10366733,Namibia,Outjo,7 De Laan,2008,14-01-2018,History: No place to stay that is why we decided to locate new plots for us.,"Electricity, Housing, Sanitationsewage, Housing, Other, Electricity, Housing, Sanitationsewage, Housing, Other","1,221",NaN,None,"declared, legal, protected",N/A,NA,1:1,N/A,N/A,N/A,N/A,no,50,N/A,Disorganized deposit,N/A,Walking,N/A,Yes,never,good,month,"TB, HIV-AIDS, Epilesy, Ashma",N/A,Unknown,N/A,Unknown,yes,more than 1 hour,Churches
https://sdinet.org/settlement/163997/10366734,Namibia,Opuwo,Etati,1972,05-10-2017,History: People move in this location because of the the kids for school.its a peaceful location  without any robberies,"Electricity, Sanitationsewage, Waterdrainage, Housing, Landtenure, Electricity, Sanitationsewage, Waterdrainage, Housing, Landtenure","3,036",NaN,None,"undeclared, illegal, unprotected",N/A,NA,1:1,N/A,2,N/A,"1:1,518",no,40,N/A,Disorganized deposit,dirt paths,Walking,N/A,Yes,N/A,good,month,"TB, Asma, Malaria, Flu",no,Unknown,no,Unknown,yes,more than 1 hour,"Generalshops, Informalmarkets"
https://sdinet.org/settlement/163997/27904741,Namibia,22033_ruacana,Okondeta,1991,07-06-2018,History: Meme Ndahafa came here 1991 there was only three houses by then people strated putting up shacks,"Sanitationsewage, Housing, Waterdrainage, Other, Other, Sanitationsewage, Housing, Waterdrainage, Other, Other",936,299,None,"declared, legal, protected",50,"50,Broken toilets:0",1:19,Flush,35,"34,",1:28,yes,1200,2,Individual bins,tarred roads,"Taxi, Walking",N/A,Yes,bi_annually,average,bi_annually,"Diarrhrea, Malaria, Other, Other",yes,30 minutes to 1 hour,yes,30 minutes,no,Unknown,N/A
https://sdinet.org/settlement/163997/10366811,Namibia,Kamanjab,New land,2010,04-10-2017,History: Its a peaceful location and the location is unservices,"Waterdrainage, Housing, Sanitationsewage, Electricity, Other, Waterdrainage, Housing, Sanitationsewage, Electricity, Other","1,076",270,None,"not, applicable",N/A,90,1:12,Pit latrine,4,"4,",1:269,yes,200,N/A,Disorganized deposit,dirt paths,Walking,N/A,Yes,month,bad,month,"Aids, TB, Colds",yes,15 minutes,no,Unknown,no,Unknown,"Foodshops, Clothingshops, Churches"
https://sdinet.org/settlement/163997/10366659,Namibia,22028_okalongo,Onandjaba,1997,14-01-2018,"History: First people came to Okalongo for religious belief. there was one church, one clinic , one school and one kinder garden.","Landtenure, Housing, Waterdrainage, Sanitationsewage, Electricity, Landtenure, Housing, Waterdrainage, Sanitationsewage, Electricity","2,000",574,None,"declared, legal, protected",2,NA,1:1,Flush,130,N/A,N/A,yes,25,3,Common area outside settlement,gravel roads,"Taxi, Motorbike, Walking",N/A,Yes,other,good,other,"HIV/AIDS, Malaria, Tuberculosis",yes,Unknown,yes,Unknown,yes,more than 1 hour,"Banks, Policestations, Generalshops, Informalmarkets, Foodshops, Clothingshops, Churches"
https://sdinet.org/settlement/163997/10366738,Namibia,Kalkrand,Denkrus,1969,14-01-2018,"History: Firstly only basters settled here ,reasons why the gave the settlement under their surname","Tenuresecurity, Sanitationsewage, Waterdrainage, Sanitationsewage, Electricity, Tenuresecurity, Sanitationsewage, Waterdrainage, Sanitationsewage, Electricity",412,110,low,"declared, legal, protected",N/A,60,1:5,Flush,20,"60,",1:5,yes,250,N/A,Common area inside settlement,gravel roads,"Bicycle, Walking",1,Yes,year,bad,year,N/A,yes,30 minutes,no,Unknown,N/A,Unknown,"Policestations, Generalshops, Foodshops, Churches"
https://sdinet.org/settlement/163997/10366739,Namibia,Outjo,Ehangano,2007,13-01-2018,"History: We have been evicted from old location thats when we clean up the push and start building our houses, lack of toilets.","Waterdrainage, Electricity, Housing, Other, Waterdrainage, Waterdrainage, Electricity, Housing, Other, Waterdrainage","2,040",512,None,"declared, legal, protected",N/A,NA,1:1,N/A,2,N/A,"1:1,020",no,100,N/A,Disorganized deposit,dirt paths,Taxi,N/A,Yes,year,none,other,"DP, TB, Aids, Diabeties",N/A,Unknown,yes,more than 1 hour,yes,more than 1 hour,N/A
https://sdinet.org/settlement/163997/31471768,Namibia,220037_keetmanshoop,Ileni,2007,21-06-2018,History: The people make erven applications and they were given the erven by the municipality.,"Tenuresecurity, Waterdrainage, Sanitationsewage, Other, Other, Tenuresecurity, Waterdrainage, Sanitationsewage, Other, Other",648,217,None,"declared, legal, protected",30,"30,Broken toilets:0",1:22,N/A,N/A,"40,",1:9,no,100,1,Common area inside settlement,gravel roads,"Taxi, Walking",N/A,N/A,never,bad,never,"Tb, Hiv, Diarrhrea, Typhoid",yes,more than 1 hour,yes,more than 1 hour,yes,more than 1 hour,N/A
https://sdinet.org/settlement/163997/10366783,Namibia,Ongwediwa,Donkerhoek,2000,14-01-2018,History: They are relocated from Shikopi and Elyambala because they were settling at a business Area.,"Electricity, Sanitationsewage, Housing, Waterdrainage, Landtenure, Electricity, Sanitationsewage, Housing, Waterdrainage, Landtenure","1,195",239,None,resettled,N/A,NA,1:1,N/A,220,"220,",1:5,no,250,2,Common area inside settlement,dirt paths,"Taxi, Walking, Other",N/A,Yes,month,average,month,"TB, HIV/AIDS, Measles, Maralia",yes,more than 1 hour,yes,more than 1 hour,yes,more than 1 hour,N/A
https://sdinet.org/settlement/163997/10366817,Namibia,Opuwo,Katutura,1970,14-01-2018,"History: IN THE BIGINING WE WERE FIGHTING BECAUSE PEOPLE WANTS TO GRAP LAND FROM US ,BUT NOW THE LOCATION IS VERY PEACEFULL ALTHOUGHT WE DONT HAVE SERVICES","Waterdrainage, Sanitationsewage, Electricity, Landtenure, Waterdrainage, Waterdrainage, Sanitationsewage, Electricity, Landtenure, Waterdrainage",860,175,None,"declared, legal, protected",N/A,NA,1:1,N/A,3,N/A,1:287,yes,200,N/A,Disorganized deposit,dirt paths,"Taxi, Walking",1,Yes,year,average,year,"BP, TB, AIDS",N/A,Unknown,N/A,Unknown,yes,more than 1 hour,"Informalmarkets, Foodshops, Churches"
https://sdinet.org/settlement/163997/31095914,Namibia,220037_keetmanshoop,!Gereres,2012,20-06-2018,"History: They mobilize themselves as a community and then called for a meeting. so from there , they were showed where they will be relocated but those who refused to go they were forced with the police . They promised to give own erfs after 3 months but it has not happened up to now.","Tenuresecurity, Waterdrainage, Sanitationsewage, Housing, Electricity, Tenuresecurity, Waterdrainage, Sanitationsewage, Housing, Electricity","4,000",1002,None,"undeclared, illegal, unprotected",N/A,NA,"1:4,000",N/A,5,N/A,"1:4,000",no,50,N/A,Disorganized deposit,dirt paths,"Taxi, Bicycle, Walking",N/A,N/A,N/A,N/A,N/A,"Tb, Diarrhrea, Hiv, Other",yes,more than 1 hour,yes,more than 1 hour,yes,more than 1 hour,N/A
https://sdinet.org/settlement/163997/10366785,Namibia,Ariamsvlei,Vergenoeg,1970,13-01-2018,History: Came from different locations to settle in Ariamsvlei.,"Landtenure, Housing, Electricity, Waterdrainage, Other, Landtenure, Housing, Electricity, Waterdrainage, Other",640,39,None,"declared, legal, protected",34,"34,Broken toilets:0",1:19,Flush,N/A,N/A,N/A,yes,150,1,Individual bins,dirt paths,"Bus, Walking, Other",1,N/A,month,good,N/A,"Hiv and AIDS, Diabetes, High blood pressure, TB",yes,30 minutes,yes,30 minutes,yes,more than 1 hour,Foodshops
https://sdinet.org/settlement/163997/15704813,Namibia,Outapi,Okayekongwe Village,2010,18-03-2017,History: N/A,"Sanitationsewage, Electricity, Housing, Tenuresecurity, Other, Sanitationsewage, Electricity, Housing, Tenuresecurity, Other","1,228",308,None,"undeclared, illegal, unprotected",N/A,NA,1:82,N/A,12,"12,",1:51,no,N/A,2,Common area outside settlement,gravel roads,"Taxi, Walking",1,N/A,never,average,never,"Diarrhrea, Malaria, Tb, Hiv",yes,30 minutes,yes,30 minutes to 1 hour,yes,more than 1 hour,N/A
https://sdinet.org/settlement/163997/27898212,Namibia,Windhoek,Greenwell Matongo Main,1991,15-04-2018,History: When people returned from exile they had no where to settle so minister Albertina Amathila relocate us to this place to settle,"Electricity, Housing, Tenuresecurity, Waterdrainage, Electricity, Electricity, Housing, Tenuresecurity, Waterdrainage, Electricity","7,935",1589,medium,"undeclared, illegal, unprotected",476,"476,Broken toilets:0",1:17,Flush,5,"476,",1:16,yes,100,1,Common area inside settlement,dirt paths,"Bus, Taxi",8,Yes,other,good,month,"Hiv, Other, Other, Tb",yes,30 minutes,yes,30 minutes,yes,30 minutes,"Policestations, Churches"
https://sdinet.org/settlement/163997/10366787,Namibia,Mariental,Ombili,1987,19-06-2018,"History: In the beginning, the area was a dumpsite. The people thus cleaned the area and constructed their houses.","Waterdrainage, Housing, Sanitationsewage, Tenuresecurity, Electricity, Waterdrainage, Housing, Sanitationsewage, Tenuresecurity, Electricity","10,976",784,None,"undeclared, illegal, unprotected",355,"355,Broken toilets:0",1:31,Flush,4,"7,","1:1,220",yes,150,1,Common area outside settlement,gravel roads,"Taxi, Walking",N/A,N/A,never,good,year,"Diarrhrea, Tb, Hiv, Other",yes,30 minutes to 1 hour,yes,more than 1 hour,yes,more than 1 hour,Churches
https://sdinet.org/settlement/163997/28170792,Namibia,Windhoek,One nation A,1993,28-08-2018,History: People came from different communities and came together at One Nation.,"Tenuresecurity, Electricity, Sanitationsewage, Other, Other, Tenuresecurity, Electricity, Sanitationsewage, Other, Other","5,188",1299,None,"undeclared, illegal, unprotected",N/A,NA,1:1,N/A,15,N/A,1:371,no,30,N/A,Skip,gravel roads,"Taxi, Walking",7,Yes,fortnighly,average,month,"Tb, Tb, Diarrhrea, Malaria",yes,more than 1 hour,yes,more than 1 hour,yes,more than 1 hour,Carrepair
https://sdinet.org/settlement/163997/31415156,Namibia,Mariental,Ombili own risk,2012,20-06-2018,History: An open area where they settled from ombili,"Tenuresecurity, Waterdrainage, Electricity, Sanitationsewage, Other, Tenuresecurity, Waterdrainage, Electricity, Sanitationsewage, Other","2,724",685,None,"declared, legal, protected",N/A,NA,1:1,N/A,3,N/A,N/A,no,150,1,Skip,gravel roads,"Taxi, Walking",N/A,Yes,never,average,never,"Malaria, Diarrhrea, Tb, Hiv",yes,more than 1 hour,yes,more than 1 hour,yes,30 minutes to 1 hour,Generalshops
